2999,6056
3000,3896
3004,10696
3006,15008
3007,6512
3009,4976
3017,4368
3028,11080
3044,6696
3050,3400
3060,9904
3084,17240
3094,16000
3096,9720
3111,16112
3112,7312
3113,1928
3123,5344
3124,224
3125,6656
3128,872
3131,11400
3137,15864
3163,13872
3165,6096
3172,13048
3183,16992
3191,4392
3207,6168
3209,11816
3224,15248
3230,18704
3251,13744
3254,936
3260,4768
3274,2136
3278,4584
3293,16320
3303,16632
3309,9136
3312,7232
3323,11944
3326,12584
3344,6368
3360,16576
3364,376
3365,9848
3366,10704
3368,19328
3373,10480
3382,152
3390,12992
3395,6144
3396,7648
3398,19296
3405,8024
3408,7776
3409,9168
3413,13752
3414,9416
3418,9784
3430,11352
3431,2840
3432,13312
3435,14880
3438,7536
3446,16144
3465,18160
3469,5848
3478,760
3479,17400
3491,384
3529,4912
3532,8680
3536,16720
3549,19984
3550,5320
3551,16368
3562,16424
3563,12104
3564,4424
3574,15320
3584,16512
3598,9560
3599,7248
3601,12272
3610,9288
3619,1144
3632,18320
3634,4280
3650,7368
3663,16848
3665,5200
3671,3616
3673,2208
3677,5920
3687,13128
3693,3560
3695,7552
3698,1024
3705,4376
3710,16008
3716,9024
3731,11152
3735,19824
3740,7264
3742,12448
3771,13424
3773,5560
3790,5640
3800,14584
3827,14640
3830,8128
3835,11552
3841,13888
3847,12480
3861,16784
3873,1048
3884,5112
3898,12232
3903,5872
3906,16168
3917,9488
3931,14192
3949,9264
3966,18176
3987,13992
3989,17160
3998,2144
4006,6336
4008,3168
4009,6504
4018,7208
4023,4136
4035,2888
4038,18200
4042,352
4044,7528
4048,17640
4066,10904
4070,4632
4071,14504
4085,19168
4091,10456
4096,72
4097,4168
4104,1480
4110,18440
4112,18984
4118,1584
4126,9512
4132,8720
4134,13512
4136,3952
4143,4656
4171,488
4187,7000
4215,19400
4221,5288
4228,13264
4231,18224
4233,10320
4234,5712
4238,2832
4254,18712
4266,7160
4284,14008
4286,4552
4289,11584
4309,8408
4310,5056
4314,7736
4320,17128
4324,17848
4329,17048
4340,4592
4342,14928
4383,13280
4385,18424
4389,5680
4393,4648
4394,19584
4404,13456
4407,15312
4409,5896
4410,18744
4417,2560
4421,5720
4422,19760
4431,2472
4442,8864
4444,15992
4445,14968
4448,10616
4449,12424
4453,11416
4458,7544
4466,14600
4473,15416
4477,17968
4487,9192
4489,6016
4492,4520
4497,11280
4501,13800
4522,17592
4524,19344
4553,3816
4554,1096
4560,4288
4563,6640
4566,12176
4569,2096
4573,5984
4575,3432
4586,14376
4588,3392
4594,12888
4597,18448
4600,18184
4605,1064
4613,15616
4626,9696
4637,13808
4640,5688
4642,4728
4652,18128
4656,15944
4666,32
4718,4840
4727,14776
4738,11896
4756,16832
4757,9632
4762,13576
4771,7360
4784,10912
4786,3272
4798,16432
4813,17928
4831,11328
4832,4808
4873,18696
4881,8656
4886,19456
4890,592
4898,1880
4906,8592
4908,18328
4933,3088
4939,11776
4981,4192
4997,8144
5014,11224
5022,6920
5024,15560
5035,4336
5036,5728
5038,10632
5043,18520
5051,536
5065,3800
5074,696
5076,11864
5082,14104
5096,16472
5106,3472
5118,7904
5124,13168
5130,8608
5132,7952
5133,5952
5153,4880
5154,10960
5165,13656
5170,15832
5172,552
5180,13768
5192,13672
5195,1632
5197,7816
5209,6232
5220,648
5231,12808
5241,18960
5250,12384
5263,6432
5267,5912
5279,18688
5290,14624
5315,1120
5328,18784
5331,6968
5339,2512
5361,11672
5375,10264
5385,12680
5387,19248
5394,14720
5397,10848
5398,9144
5422,6912
5435,8816
5440,9832
5442,7520
5450,3760
5461,17880
5463,5616
5467,11432
5472,17288
5480,6256
5481,3416
5493,18792
5495,7336
5500,15728
5504,19232
5507,17744
5514,5448
5531,3288
5534,1072
5550,12576
5552,13344
5564,5504
5567,14824
5570,18600
5573,2160
5590,9960
5609,17568
5612,18768
5640,120
5651,17560
5656,9256
5665,3112
5671,14120
5696,3576
5699,9320
5704,12072
5710,12784
5717,10712
5720,13056
5723,8896
5725,19496
5731,14096
5733,11760
5742,2304
5744,18360
5780,1680
5792,15192
5802,3008
5809,13584
5811,14872
5816,1640
5830,6736
5839,7768
5865,14160
5877,1224
5879,15840
5889,7616
5890,11592
5911,19784
5918,16520
5930,18752
5934,4640
5936,16328
5937,7104
5947,10840
5948,15216
5967,1424
5972,7976
5988,3424
5990,14272
5991,15920
6004,2880
6005,1536
6014,5160
6015,15032
6016,19264
6017,13624
6020,19600
6023,13816
6025,7680
6028,2056
6042,6552
6046,12184
6072,5000
6080,19992
6094,17808
6095,2480
6099,17216
6105,19816
6115,1656
6117,9928
6129,2424
6136,18904
6152,4720
6156,6816
6162,4712
6163,16904
6177,7592
6182,12048
6200,3080
6204,8256
6206,1088
6211,2032
6213,16264
6241,6720
6243,19800
6247,16296
6249,17136
6251,10256
6252,7560
6253,13960
6265,10152
6269,19064
6276,3000
6277,14856
6285,3992
6288,8496
6294,15304
6296,15576
6306,6480
6318,19144
6328,2536
6332,6384
6335,18000
6346,16600
6347,11720
6368,5584
6374,1760
6378,14544
6393,6776
6403,6896
6415,5752
6417,17584
6422,6280
6428,408
6429,240
6443,11832
6451,9544
6466,3528
6488,12608
6493,13552
6497,17368
6507,19696
6508,14760
6512,5592
6513,6584
6527,1128
6532,4432
6546,15880
6548,13152
6566,7096
6568,8040
6569,6000
6583,13248
6602,15968
6614,6728
6616,18152
6622,17864
6623,13968
6639,16656
6643,9280
6645,10168
6659,9992
6665,17112
6669,10920
6678,7936
6680,13664
6694,8872
6696,3104
6698,8824
6699,15528
6712,7200
6714,9448
6719,3672
6729,1592
6736,4488
6742,6448
6743,1352
6749,11480
6761,1768
6765,7456
6772,12152
6778,528
6801,40
6807,11600
6828,18392
6878,12248
6897,5568
6905,9344
6917,12528
6920,992
6923,14696
6928,16104
6930,4144
6937,8064
6944,328
6968,3512
6974,3064
6978,11792
6989,18032
6997,15496
6998,2080
7002,10504
7006,8048
7008,13216
7011,7008
7013,440
7015,16288
7021,10784
7022,3352
7039,17600
7042,12824
7062,18408
7077,11544
7084,13392
7100,9376
7106,15464
7111,10888
7112,5496
7137,10280
7139,24
7142,8992
7145,6608
7149,14552
7154,8760
7159,13776
7163,12928
7177,9688
7178,10528
7195,3824
7198,16232
7210,9184
7213,13680
7214,9424
7216,4824
7230,17056
7235,17272
7240,16496
7258,16256
7260,19208
7273,10184
7279,7792
7310,15264
7313,14744
7316,7992
7328,8424
7335,5800
7342,17264
7344,3232
7364,7696
7365,16072
7366,5656
7370,9984
7371,2704
7380,4464
7385,19024
7389,3728
7390,13184
7395,11704
7398,9368
7403,14448
7405,8736
7408,12936
7411,16752
7418,8696
7424,1256
7426,9352
7462,1080
7463,2128
7464,3864
7465,19976
7468,13144
7469,2328
7470,7384
7481,16064
7485,3960
7491,17552
7495,18616
7504,13912
7506,9120
7508,17984
7510,1240
7531,8488
7536,9464
7539,16456
7542,15976
7552,4208
7556,19192
7570,6464
7571,14672
7572,13016
7582,9112
7593,2680
7614,4184
7617,14368
7643,3440
7645,10376
7647,14688
7649,19632
7651,1376
7656,12000
7664,8792
7672,6712
7678,17912
7679,3936
7685,1304
7708,5224
7712,14616
7713,7656
7727,6208
7734,18832
7744,3016
7756,6576
7764,11872
7770,12376
7774,13384
7794,18344
7796,10016
7797,15848
7799,8352
7800,11464
7807,10936
7810,17440
7812,6440
7815,5168
7823,1312
7836,6928
7846,4264
7848,3496
7850,2664
7851,5456
7856,14168
7867,9712
7873,6064
7876,3128
7880,7480
7891,15352
7893,13952
7894,17648
7900,4696
7920,1528
7924,17424
7926,10200
7948,2488
7956,6112
7960,10160
7974,14960
7977,4232
8000,7704
8005,17208
8007,2968
8019,19616
8022,13160
8043,18864
8049,15440
8056,16584
8061,12832
8069,12056
8070,3976
8100,17072
8106,1688
8111,14528
8114,14320
8133,11616
8145,3904
8152,17712
8160,14944
8161,4752
8167,7888
8171,16240
8177,13112
8187,616
8189,8560
8194,16776
8201,2000
8203,10536
8207,16408
8224,3888
8228,8360
8230,6360
8241,1800
8250,10360
8251,16872
8252,8904
8255,12192
8261,11072
8267,13064
8268,6632
8284,8584
8285,4016
8297,1960
8304,16528
8310,15408
8322,1904
8323,344
8330,15544
8331,15720
8337,5832
8344,6408
8348,12624
8349,14840
8351,3776
8360,13728
8368,3520
8375,472
8383,11264
8388,18240
8393,8672
8408,8616
8410,3152
8415,4328
8425,16592
8428,9400
8435,8768
8448,312
8459,18312
8476,4904
8490,12432
8498,13648
8502,8344
8505,11656
8520,15904
8521,15096
8526,18056
8530,5632
8531,17488
8533,16488
8552,10328
8556,17224
8571,11568
8584,11360
8590,16840
8595,18952
8596,8632
8600,13544
8621,14440
8633,4920
8634,3832
8647,1496
8665,0
8667,48
8683,3488
8685,64
8693,19384
8701,18400
8715,7984
8717,2344
8722,608
8736,18992
8753,3384
8755,17320
8776,19472
8784,19440
8793,8376
8816,4096
8847,9408
8850,8392
8859,2456
8861,6784
8878,1896
8880,19896
8893,12352
8931,18040
8934,12632
8936,13696
8937,3448
8943,13792
8951,10856
8956,15648
8961,6760
8962,15816
8964,1624
8989,19288
8993,17544
9002,4008
9003,5248
9008,17472
9011,15088
9012,8224
9021,13192
9025,14520
9033,1280
9043,2632
9059,3768
9068,17024
9074,10368
9080,19056
9087,504
9089,9224
9104,18584
9106,280
9121,2256
9123,15168
9124,5760
9131,3840
9137,17936
9143,15640
9157,15280
9158,8160
9160,4128
9163,8640
9164,2912
9169,13040
9180,9160
9188,16792
9206,10120
9209,6328
9223,5264
9229,8984
9235,1512
9249,13920
9267,6672
9277,4296
9280,9744
9298,17200
9307,12096
9312,16216
9325,12984
9341,10448
9349,6392
9358,15288
9360,11024
9375,9792
9383,8016
9385,9064
9389,6488
9410,2616
9414,2784
9426,4792
9429,3984
9436,9864
9453,15080
9456,6072
9468,13416
9470,12280
9486,14456
9487,8624
9493,1152
9512,10056
9530,9440
9540,272
9558,19424
9577,18104
9581,5152
9582,12208
9584,10552
9587,10352
9594,15376
9628,11640
9633,944
9642,10496
9645,6136
9651,16304
9662,7128
9673,19304
9675,3208
9677,2464
9678,3912
9702,17616
9707,16856
9708,10472
9721,11112
9725,11904
9732,15776
9733,4040
9734,16552
9747,13848
9748,16888
9763,9472
9766,15200
9773,11168
9776,8440
9786,5768
9798,18808
9805,11536
9815,14952
9824,16120
9826,3944
9849,14792
9853,12312
9862,17144
9864,17104
9868,8712
9871,5016
9878,19432
9887,9128
9909,3712
9946,9736
9961,19008
9968,10296
9973,13936
9983,5032
9999,3280
10006,18912
10012,2016
10026,576
10031,1952
10043,2600
10048,10832
10052,5088
10054,2744
10057,4888
10059,8312
10068,19664
10070,1008
10072,7280
10082,16912
10083,11208
10084,16568
10095,9600
10098,18496
10101,9336
10106,19712
10107,17696
10113,12816
10114,2896
10116,2200
10118,14184
10120,17896
10126,11688
10127,1504
10135,14352
10145,11936
10151,2904
10169,7288
10183,13976
10185,6752
10196,2720
10197,9072
10201,7304
10206,3552
10236,2368
10238,18368
10244,10880
10253,14416
10258,11576
10261,17728
10262,10728
10264,6600
10265,16880
10268,2504
10269,11000
10270,4384
10271,16648
10272,19952
10281,9856
10296,6296
10362,2232
10370,10416
10374,14736
10395,12672
10399,9456
10411,9432
10414,16984
10440,13528
10445,12264
10456,10288
10458,14936
10459,704
10460,2696
10490,19088
10492,5184
10499,10272
10513,1728
10527,10688
10547,8528
10548,12688
10556,13880
10558,16976
10560,2088
10570,17800
10574,5400
10575,14832
10587,15952
10594,5256
10600,6520
10614,3592
10623,7720
10630,8400
10643,1792
10656,19920
10669,368
10670,10976
10685,15824
10689,6688
10698,8480
10700,11056
10704,13328
10705,19752
10710,10736
10731,10000
10754,15872
10759,14296
10761,3184
10770,18248
10785,4176
10789,16864
10791,8568
10795,7760
10804,16136
10805,7576
10807,7832
10810,1560
10819,13024
10827,11488
10847,16704
10850,11272
10853,11752
10856,1664
10857,4776
10862,2544
10876,7120
10877,13944
10882,12920
10886,4536
10893,1160
10895,12304
10896,18480
10922,10872
10923,17688
10929,14992
10948,2152
10961,19568
10966,5512
10971,9200
10976,584
10983,15120
10997,1696
11005,7752
11010,1736
11019,7784
11022,17840
11032,4200
11039,6888
11053,17088
11067,9872
11075,4120
11078,5976
11093,14032
11116,15136
11119,6320
11123,3856
11145,9648
11152,11176
11161,4320
11162,7448
11172,5240
11178,14224
11195,15432
11198,10752
11209,9208
11219,8648
11226,10232
11227,1968
11231,984
11234,2376
11248,18800
11256,264
11260,4848
11262,18728
11263,6992
11267,17448
11280,12008
11287,7584
11296,6952
11299,2440
11313,9552
11314,14800
11317,6240
11324,13352
11332,5696
11339,17664
11342,5368
11353,18280
11360,11192
11370,8976
11374,15784
11377,4256
11400,17344
11406,11312
11413,10304
11449,14232
11454,10008
11456,15296
11478,16272
11482,12568
11491,2976
11500,6120
11526,15240
11531,14920
11541,6192
11544,10408
11550,18976
11556,16400
11559,17096
11566,9576
11580,6024
11582,304
11590,6872
11602,15672
11603,11232
11616,14976
11617,2048
11628,5040
11632,15344
11665,18824
11666,1976
11685,3160
11686,11632
11691,19392
11693,16480
11699,16224
11701,4456
11717,10664
11718,336
11727,4616
11728,800
11731,12656
11745,14632
11747,15800
11749,8216
11764,16160
11781,9008
11782,17352
11787,14496
11790,6032
11812,14304
11824,5072
11831,5864
11844,12408
11849,19272
11850,9088
11852,14480
11855,12912
11863,248
11868,13136
11869,2712
11909,7040
11910,6456
11911,8192
11912,5608
11918,7600
11935,7864
11959,2960
11970,17624
11973,10112
11989,6984
11993,9936
12006,19224
12008,18760
12024,3920
12030,232
12063,15632
12082,18088
12083,4992
12115,14112
12127,6800
12129,3304
12133,12240
12134,6856
12141,19152
12142,9016
12145,5328
12148,15016
12149,960
12155,15624
12170,11560
12176,11248
12181,14360
12186,10952
12190,2240
12201,1320
12212,14248
12218,2776
12236,1944
12245,4568
12252,16944
12259,17608
12261,416
12265,5080
12318,12848
12319,5968
12330,3680
12349,3584
12361,7272
12369,4304
12373,17504
12381,7144
12390,4496
12401,3056
12408,14816
12423,19000
12431,17000
12432,9392
12458,16088
12471,8096
12487,8776
12515,12216
12518,976
12533,12792
12542,16440
12546,8056
12566,1344
12569,7944
12573,14808
12574,14000
12580,11888
12587,5600
12588,15472
12589,15984
12598,12856
12611,18936
12639,18288
12656,17256
12657,10432
12658,1392
12660,8928
12670,16640
12672,2816
12680,10024
12686,19840
12692,8552
12698,8960
12707,15024
12710,8784
12711,16208
12716,16176
12721,12616
12723,14576
12730,2552
12734,17672
12766,15712
12775,1888
12782,7392
12786,19488
12795,15056
12796,14888
12798,1856
12801,4944
12807,1168
12808,18488
12834,11240
12836,17816
12842,13856
12846,10176
12850,19240
12856,11784
12869,136
12873,14648
12876,13176
12889,7416
12892,18568
12898,13736
12900,15424
12901,12256
12905,15760
12907,19944
12952,1216
12956,13520
12958,6160
12974,14056
12978,3024
12979,7512
12986,104
12990,16448
12991,11296
12996,656
12998,5992
13002,10584
13021,16744
13028,19736
13033,7688
13036,19656
13038,12704
13039,1576
13046,784
13059,9504
13060,15368
13070,6824
13085,10768
13090,17312
13100,19480
13108,10984
13147,12512
13150,11912
13154,12488
13159,10776
13160,10072
13163,11976
13168,10680
13174,17496
13177,17376
13178,9760
13182,13408
13215,18576
13218,9896
13231,4472
13233,19856
13234,6904
13250,9032
13251,4056
13252,19968
13254,15656
13259,3640
13262,8200
13275,5272
13329,13464
13344,18008
13348,4800
13361,9952
13365,10544
13372,6184
13384,5120
13397,10464
13411,19872
13415,19536
13420,10312
13422,4968
13427,8384
13433,12368
13441,9216
13443,13496
13446,16672
13447,13432
13450,7608
13456,12640
13476,14280
13478,12064
13483,15112
13486,776
13491,18720
13492,16024
13509,14784
13515,15536
13518,8320
13528,18168
13530,12472
13534,9496
13537,7848
13548,18512
13549,15000
13552,12544
13573,16464
13574,19136
13580,6704
13585,11920
13601,17168
13623,6048
13627,3632
13632,19528
13638,11512
13639,11336
13641,2224
13645,15568
13653,12944
13666,1112
13669,1920
13684,12552
13694,2856
13707,3664
13713,13712
13715,15608
13727,15928
13730,7632
13733,14136
13740,17872
13744,1456
13745,7152
13762,2248
13776,2104
13792,10440
13802,10144
13810,7032
13811,13000
13830,14768
13835,1744
13860,5736
13861,3872
13876,13224
13877,7440
13890,18112
13902,14288
13926,8808
13940,8936
13941,19104
13952,6848
13962,5216
13978,13304
13980,5128
14000,10816
14006,512
14011,8880
14035,19720
14036,672
14037,17992
14047,14896
14051,2688
14061,5192
14071,15960
14079,896
14089,13864
14093,10032
14103,19448
14107,14256
14110,16392
14122,6352
14125,7472
14126,3336
14129,3784
14150,14864
14157,16544
14167,7024
14169,1176
14178,19608
14180,3328
14184,10864
14203,632
14210,7824
14211,5360
14218,15584
14227,9816
14232,80
14243,19928
14245,3320
14249,16896
14261,17520
14264,10640
14294,5432
14297,2192
14305,13368
14308,8728
14316,400
14337,19640
14357,14560
14361,4528
14364,3696
14369,3848
14390,15688
14396,18304
14406,2528
14408,11408
14419,2408
14420,16248
14442,14512
14446,10672
14479,7872
14481,14064
14507,19048
14508,3248
14524,2936
14525,1400
14528,1368
14534,6400
14554,6840
14566,12224
14569,15520
14570,5792
14584,3808
14588,9360
14597,4088
14610,7712
14624,8704
14626,14392
14635,4816
14641,5464
14644,19040
14645,6960
14649,12952
14652,19960
14653,168
14673,12592
14678,18232
14681,11184
14688,3216
14702,12536
14708,11696
14725,12840
14731,2416
14746,11120
14753,13104
14756,8176
14760,1336
14794,6344
14797,15336
14800,9048
14812,15048
14826,8832
14841,17304
14847,8000
14850,12760
14859,624
14861,4408
14869,13688
14870,3192
14873,11104
14879,10600
14882,1464
14900,8544
14909,13360
14935,2336
14940,11320
14946,17888
14947,11136
14953,13096
14956,9240
14965,5664
14968,5824
14973,4832
15002,8136
15006,5936
15024,8536
15040,9640
15044,2064
15045,5576
15054,1032
15057,14176
15060,13720
15066,12088
15072,14208
15085,6272
15098,13288
15099,9672
15108,6664
15122,3792
15126,744
15130,19912
15135,360
15136,10424
15137,6864
15138,11824
15139,12320
15148,11736
15152,18528
15154,3688
15168,9920
15177,17832
15179,1872
15182,1448
15199,13840
15210,7496
15213,13208
15223,10992
15226,14432
15239,15256
15248,14568
15251,7320
15255,6176
15258,15072
15261,9272
15266,4784
15269,9104
15295,8944
15324,6088
15325,8432
15331,4312
15343,15592
15346,1936
15354,17416
15399,10800
15403,17576
15411,19160
15416,4248
15427,11392
15436,10656
15439,8248
15440,14328
15443,9176
15450,10216
15452,4032
15461,2352
15465,14664
15467,12728
15474,16192
15491,10392
15496,6936
15505,12648
15506,11160
15513,12160
15521,14712
15523,9096
15534,8912
15537,16280
15563,7216
15564,18072
15569,11256
15582,1864
15585,17360
15591,18504
15597,2184
15603,13560
15614,1296
15618,2520
15619,2392
15624,11648
15630,11216
15649,11344
15659,2864
15666,11008
15673,6264
15675,14424
15677,5472
15684,16384
15686,12032
15692,11040
15709,16152
15718,3968
15719,6224
15724,17704
15726,8240
15732,16736
15733,12296
15739,8664
15742,4360
15743,184
15747,6560
15752,5904
15767,4272
15768,11608
15769,18872
15773,8888
15776,16312
15780,16624
15783,10064
15790,14592
15792,14704
15800,4064
15802,9304
15803,18064
15815,4560
15820,19832
15841,4512
15857,18648
15862,4072
15866,5480
15867,3296
15873,7400
15887,664
15889,2280
15890,7896
15895,7296
15903,4896
15919,6496
15945,10576
15953,19200
15954,7920
15960,13200
15961,9976
15982,12872
15991,19576
15996,16920
16001,8152
16008,2672
16010,12664
16026,4024
16030,520
16045,16048
16052,3048
16082,3256
16085,5856
16096,4080
16104,11952
16110,216
16121,19376
16133,12768
16136,16664
16142,8504
16149,9808
16150,12960
16155,19176
16161,7016
16171,11808
16177,14752
16179,9880
16180,7928
16190,10592
16192,14472
16193,13032
16195,17280
16204,18552
16206,16096
16210,4576
16211,4504
16216,10096
16217,15144
16228,17904
16235,496
16239,12144
16252,12024
16255,16032
16256,10384
16259,9592
16267,7504
16276,12080
16277,2624
16285,15456
16294,6544
16298,18016
16302,8112
16311,11032
16332,3504
16338,1192
16341,10240
16347,8416
16351,4600
16365,1544
16368,17776
16387,4736
16388,5384
16409,3720
16415,2736
16418,17016
16424,6376
16433,5816
16464,9624
16475,4672
16476,2112
16493,5008
16497,12744
16500,11800
16574,2360
16575,13488
16576,19216
16577,14336
16587,3568
16613,16016
16617,9768
16623,19096
16638,16608
16647,12496
16654,15896
16656,3744
16663,12560
16664,10744
16668,5296
16669,18136
16673,18296
16691,3224
16695,13272
16696,1992
16698,5064
16700,13568
16705,1000
16707,11384
16746,18376
16747,9800
16767,3040
16789,1432
16794,18208
16795,16
16810,19080
16815,5440
16824,6768
16832,11840
16833,2992
16839,9296
16843,19256
16847,13448
16869,15736
16881,15512
16884,6536
16925,18336
16927,10808
16937,18048
16938,11456
16939,10208
16943,6528
16951,15696
16969,9752
17002,5784
17004,640
17009,768
17022,8088
17035,1360
17047,6288
17060,3136
17068,13536
17079,13008
17084,14656
17086,11440
17104,11200
17112,19688
17127,5424
17136,10040
17154,11680
17180,1712
17188,5304
17193,18216
17195,16040
17197,15400
17206,16184
17217,15208
17220,14144
17232,7912
17237,14608
17262,11128
17265,13704
17267,18840
17276,11376
17290,16352
17308,8472
17309,12328
17315,13592
17321,16768
17336,2952
17368,19512
17371,10944
17372,2920
17377,10568
17380,18896
17386,6976
17400,9528
17413,1984
17419,928
17426,14200
17431,6128
17435,15856
17436,17408
17440,18624
17443,13480
17452,1104
17462,912
17475,10896
17505,720
17506,16056
17514,128
17518,4760
17519,5096
17531,8328
17532,3464
17547,15808
17557,11968
17558,19504
17568,5888
17573,18144
17575,8296
17576,11712
17593,7624
17623,8368
17627,15744
17641,192
17652,10968
17663,17784
17682,12896
17700,7352
17707,9568
17708,19680
17709,17480
17712,12464
17714,7840
17722,12456
17729,4544
17735,14344
17739,17824
17752,6152
17753,18816
17755,19552
17761,1472
17764,680
17766,7048
17779,9080
17782,16968
17785,8008
17788,6880
17812,3480
17813,12968
17822,288
17827,11880
17833,8856
17843,8920
17849,15384
17852,17768
17863,5880
17879,1408
17885,17976
17887,16128
17895,17656
17897,920
17918,16808
17921,9152
17925,1808
17948,16200
17952,96
17954,6832
17962,7184
17965,5392
17968,1440
17995,3144
17997,7568
17998,10136
18000,968
18003,2808
18004,3608
18006,5528
18015,17528
18031,8840
18041,560
18042,5408
18046,13904
18052,12696
18053,5048
18064,11064
18067,19336
18085,808
18089,10512
18102,11368
18133,18024
18135,2928
18139,2320
18141,11088
18151,4344
18155,5808
18165,2584
18167,9248
18170,19848
18174,13640
18180,12016
18189,1288
18191,13616
18193,8288
18199,1600
18217,17232
18219,10104
18226,8072
18230,2296
18233,18920
18251,10520
18265,14088
18267,15272
18284,256
18294,18968
18296,11144
18300,15600
18312,6624
18320,8184
18330,18256
18341,13928
18346,17248
18349,6080
18350,3624
18373,2176
18375,14152
18377,1232
18389,14024
18390,3752
18400,13600
18411,8512
18414,8120
18419,19360
18424,17952
18434,17064
18440,2024
18441,12976
18444,6680
18445,16688
18446,824
18467,15480
18470,4104
18477,2752
18481,6424
18500,8952
18504,3704
18507,208
18509,10400
18532,11848
18533,16712
18536,6792
18559,11928
18573,2640
18578,6200
18593,8744
18606,1184
18621,6304
18625,18680
18628,5280
18629,19904
18648,15160
18650,18592
18651,19704
18655,10128
18665,9384
18666,16536
18668,2768
18682,296
18690,2576
18701,16696
18702,17632
18717,19768
18721,2432
18727,17456
18728,17120
18734,4608
18735,2312
18736,10248
18757,4416
18763,8456
18766,4352
18770,13984
18785,17328
18788,18464
18789,12400
18791,17032
18798,13440
18810,14904
18811,12504
18817,19648
18825,4872
18832,8752
18835,16616
18842,3120
18855,4936
18858,10080
18862,7176
18866,13896
18872,11528
18882,16800
18895,816
18896,18544
18905,1784
18909,1720
